340,గ్రామీణ/పట్టణ
341,ప్రాథమిక పాఠశాల ఉందా
342,ప్రాథమిక పాఠశాల ఐడి
343,ప్రాథమిక పాఠశాలలో కనిష్ట తరగతి
344,ప్రాథమిక పాఠశాలలో గరిష్ట తరగతి
345,ప్రాథమిక పాఠశాల యొక్క రకము/వర్గీకరణ్
346,ప్రాథమిక పాఠశాల యొక్క దూరము
347,ప్రాథమిక పాఠశాలను చేరుటకు ఎదురవుతున్న అడ్డంకులు
348,"ఇతరములు (ప్రాథమిక పాఠశాలకు సంబంధించి), వివరించండి"
349,ప్రాథమికోన్నత పాఠశాల ఉన్నదా
350,ప్రాథమికోన్నత పాఠశాల విశిష్ట పాలనా సంఖ్య (ఐడి)
351,ప్రాథమికోన్నత పాఠశాలలో కనిష్ట తరగతి
352,ప్రాథమికోన్నత పాఠశాలలో గరిష్ట తరగతి
353,ప్రాథమికోన్నత పాఠశాల యొక్క రకము/వర్గీకరణ
354,ప్రాథమికోన్నత పాఠశాల యొక్క దూరము
355,ప్రాథమికోన్నత పాఠశాలను చేరుటకు ఎదురవుతున్న అడ్డంకులు
356,"ఇతరములు, వివరించండి"
357,ఉన్నత పాఠశాల ఉన్నదా?
358,ఉన్నత పాఠశాల విశిష్ట పాలనా సంఖ్య (ఐడి)
359,ఉన్నత పాఠశాలలో కనిష్ట తరగతి
360,ఉన్నత పాఠశాలలో గరిష్ట తరగతి
361,ఉన్నత పాఠశాల యొక్క రకము/వర్గీకరణ
362,ఉన్నత పాఠశాల యొక్క దూరము
363,ఉన్నత పాఠశాలను చేరుటకు ఎదురవుతున్న అడ్డంకులు
364,"ఇతరములు, వివరించండి"
365,జూనియర్ కళాశాల (కాలేజి) ఉందా?
366,జూనియర్ కళాశాల (కాలేజి) విశిష్ట పరపాలనా సంఖ్య (ఐడి)
367,జూనియర్ కళాశాల (కాలేజి) లో కనిష్ట తరగతి
368,జూనియర్ కళాశాల (కాలేజి) లో గరిష్ట తరగతి
369,జూనియర్ కళాశాల (కాలేజి) యొక్క రకము/వర్గీకరణ
370,జూనియర్ కళాశాల (కాలేజి) యొక్క దూరము
371,జూనియర్ కళాశాల (కాలేజి) చేరుటకు ఎదురవుతున్న అడ్డంకులు
372,"ఇతరములు, వివరించండి"
373,అంగన్ వాడి కేంద్రము ఉన్నదా?
374,గ్రామము నుండి అంగన్ వాడి కేంద్రమునకు గల దూరము
375,అంగన్ వాడి కేంద్రము చేరుటకు ఎదురవుతున్న అడ్డంకులు
376,"ఇతరములు, వివరించండి"
377,మరొక అంగన్ వాడి కేంద్రము అవశ్యక
378,ఉప ఆరోగ్య కేంద్రము ఉందా
379,ఉప ఆరోగ్య కేంద్రము ఐ.డి.
380,గ్రామము నుండి ఉప్ ఆరోగ్య కేంద్రము నకు ఉన్న్ దూరము
381,ఉప్ ఆరోగ్య కేంద్రము చేరుటకు ఎదురవుతున్న అడ్డంకులు
382,"ఇతరములు, వివరించండి"
383,ప్రాథమిక ఆరోగ్య కేంద్రము ఉందా
384,ప్రాథమిక ఆరోగ్య కేంద్రము ఐ.డి.
385,గ్రామము నుండి ప్రాథమిక ఆరోగ్య కేంద్రము నకు ఉన్న్ దూరము
386,ప్రాథమిక ఆరోగ్య కేంద్రము చేరుటకు ఎదురవుతున్న అడ్డంకులు
387,"ఇతరములు, వివరించండి"
388,కమ్యూనిటి ఆరోగ్య కేంద్రము ఉందా?
389,కమ్యూనిటి ఆరోగ్య కేంద్రము ఐ.డి.
390,గ్రామము నుండి కమ్యూనిటి ఆరోగ్య కేంద్రము నకు ఉన్న్ దూరము
391,కమ్యూనిటి ఆరోగ్య కేంద్రము చేరుటకు ఎదురవుతున్న అడ్డంకులు
392,"ఇతరములు, వివరించండి"
393,ఆశా కార్యకర్త ఉన్నదా
394,వి.ఎహ్.ఎస్.ఎన్.సి.ఉందా
395,వి.ఎహ్.ఎస్.ఎన్.సి. పని చేయుచున్నదా?
396,బాలల సంరక్షణా కమిటి ఉన్నదా?
397,బాలల సంరక్షణా కమిటి పని చేయుచున్నదా?
398,స్వయంసహాయక సంఘముల సంఖ్య
399,విద్యార్థి సంఘాల/సమాఖ్యల్ సంఖ్య
400,విద్యుచ్ఛక్తి
401,రోడ్డు (తారు రోడ్డు)
402,ప్రభుత్వ రవాణా వ్యవస్థ
403,నీటి నరఫరా
